director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title,language,comb
Joseph Kosinski,Action Adventure Fantasy Sci-Fi,Peter Dinklage,Lauren Cohan,Erick Avari,destiny,English,Peter Dinklage Lauren Cohan Erick Avari Joseph Kosinski Action Adventure Fantasy Sci-Fi
Michael Cuesta,Crime Drama,Adam LeFevre,Bruce Altman,Walter Masterson,l.i.e.,English,Adam LeFevre Bruce Altman Walter Masterson Michael Cuesta Crime Drama
Caryn Waechter,Drama Mystery Thriller,Laura Fraser,Kara Hayward,Louis Ozawa Changchien,the sisterhood of night,English,Laura Fraser Kara Hayward Louis Ozawa Changchien Caryn Waechter Drama Mystery Thriller
Emily Dell,Drama Music Romance,Aimee Garcia,Wesley Jonathan,Drew Sidora,b-girl,English,Aimee Garcia Wesley Jonathan Drew Sidora Emily Dell Drama Music Romance
Peter Jackson,Action Adventure Drama Romance,Naomi Watts,Thomas Kretschmann,Evan Parke,king kong,English,Naomi Watts Thomas Kretschmann Evan Parke Peter Jackson Action Adventure Drama Romance
Jaume Collet-Serra,Horror,Robert Ri'chard,Paris Hilton,Brian Van Holt,house of wax,English,Robert Ri'chard Paris Hilton Brian Van Holt Jaume Collet-Serra Horror
Ryan Fleck,Drama,Ryan Gosling,Tristan Mack Wilds,Jeff Lima,half nelson,English,Ryan Gosling Tristan Mack Wilds Jeff Lima Ryan Fleck Drama
Jennifer Wynne Farmer,Drama,Irene Bedard,Akima,Max Gail,naturally native,English,Irene Bedard Akima Max Gail Jennifer Wynne Farmer Drama
Christopher Scott Cherot,Comedy,Hill Harper,Robinne Lee,Chenoa Maxwell,hav plenty,English,Hill Harper Robinne Lee Chenoa Maxwell Christopher Scott Cherot Comedy
H.M. Coakley,Crime Drama Thriller,Mehcad Brooks,Steffinnie Phrommany,Danielle Savre,adulterers,English,Mehcad Brooks Steffinnie Phrommany Danielle Savre H.M. Coakley Crime Drama Thriller
Randy Moore,Fantasy Horror,Trey Loney,Lee Armstrong,Amy Lucas,escape from tomorrow,English,Trey Loney Lee Armstrong Amy Lucas Randy Moore Fantasy Horror
Chris Atkins,Documentary,Richard Curtis,Harvey Weinstein,Elton John,starsuckers,English,Richard Curtis Harvey Weinstein Elton John Chris Atkins Documentary
Bill Benenson,Documentary,Alfre Woodard,Dave Fennoy,Jane Goodall,the hadza: last of the first,English,Alfre Woodard Dave Fennoy Jane Goodall Bill Benenson Documentary
Ryan Smith,Fantasy Horror Mystery Thriller,Sandra Ellis Lafferty,Madison Lintz,Karolina Wydra,after,English,Sandra Ellis Lafferty Madison Lintz Karolina Wydra Ryan Smith Fantasy Horror Mystery Thriller
Travis Romero,Drama Thriller,Matthew Ziff,Lorraine Ziff,Michael Biehn,treachery,English,Matthew Ziff Lorraine Ziff Michael Biehn Travis Romero Drama Thriller
Anna Mastro,Comedy Drama,Leven Rambin,Justin Kirk,Virginia Madsen,walter,English,Leven Rambin Justin Kirk Virginia Madsen Anna Mastro Comedy Drama
Mark Sandrich,Comedy Musical Romance,Ginger Rogers,Edward Everett Horton,Eric Blore,top hat,English,Ginger Rogers Edward Everett Horton Eric Blore Mark Sandrich Comedy Musical Romance
Daniel Myrick,Horror,Heather Donahue,Joshua Leonard,Michael C. Williams,the blair witch project,English,Heather Donahue Joshua Leonard Michael C. Williams Daniel Myrick Horror
Michael Wadleigh,Documentary History Music,Joe Cocker,Jimi Hendrix,Joan Baez,woodstock,English,Joe Cocker Jimi Hendrix Joan Baez Michael Wadleigh Documentary History Music
John Landis,Comedy,David Zucker,Barry Dennen,Tara Strohmeier,the kentucky fried movie,English,David Zucker Barry Dennen Tara Strohmeier John Landis Comedy
Jon Gunn,Action Crime Drama,Stacy Keach,David A.R. White,Cynthia Watros,mercy streets,English,Stacy Keach David A.R. White Cynthia Watros Jon Gunn Action Crime Drama
Gene Teigland,Mystery Thriller,Kendyl Joi,Matthew Feeney,Tac Fitzgerald,arnolds park,English,Kendyl Joi Matthew Feeney Tac Fitzgerald Gene Teigland Mystery Thriller
Scott Ziehl,Drama,William Smith,Jason London,Brent David Fraser,broken vessels,English,William Smith Jason London Brent David Fraser Scott Ziehl Drama
Richard Montoya,Crime Drama,Nicholas Gonzalez,Angela Nordeng,Exie Booker,water & power,English,Nicholas Gonzalez Angela Nordeng Exie Booker Richard Montoya Crime Drama
Johanna Schwartz,Documentary,Aliou Touré,Garba Touré,Khaira Arby,they will have to kill us first,French,Aliou Touré Garba Touré Khaira Arby Johanna Schwartz Documentary
William Gazecki,Documentary,Karen Alexander,Colin Andrews,Francine Blake,crop circles: quest for truth,English,Karen Alexander Colin Andrews Francine Blake William Gazecki Documentary
Lance McDaniel,Action Drama Thriller,Russell Wong,Steven Michael Quezada,Lymari Nadal,light from the darkroom,English,Russell Wong Steven Michael Quezada Lymari Nadal Lance McDaniel Action Drama Thriller
Thomas Lilti,Comedy Drama,François Cluzet,Félix Moati,Marianne Denicourt,irreplaceable,French,François Cluzet Félix Moati Marianne Denicourt Thomas Lilti Comedy Drama
Michael Walker,Thriller,Paula Garcés,Annabella Sciorra,John Brodsky,the maid's room,English,Paula Garcés Annabella Sciorra John Brodsky Michael Walker Thriller
Richard Lester,Comedy Musical,Paul McCartney,Ringo Starr,George Harrison,a hard day's night,English,Paul McCartney Ringo Starr George Harrison Richard Lester Comedy Musical
U. Roberto Romano,Documentary,unknown,unknown,unknown,the harvest/la cosecha,English,unknown unknown unknown U. Roberto Romano Documentary
Amy Holden Jones,Drama Romance,Jamie Lee Curtis,Sally Kirkland,Amy Madigan,love letters,English,Jamie Lee Curtis Sally Kirkland Amy Madigan Amy Holden Jones Drama Romance
Blaz Zavrsnik,Comedy,Dario Nozic Serini,Spela Colja,Andrej Nahtigal,julija in alfa romeo,Slovenian,Dario Nozic Serini Spela Colja Andrej Nahtigal Blaz Zavrsnik Comedy
Alex Kendrick,Drama Romance,Kirk Cameron,Ken Bevel,Erin Bethea,fireproof,English,Kirk Cameron Ken Bevel Erin Bethea Alex Kendrick Drama Romance
Pan Nalin,Biography Documentary Drama,Bhole Baba,Pant Shirt Baba,Shriman Umeshanad Brahmachari,faith connections,Hindi,Bhole Baba Pant Shirt Baba Shriman Umeshanad Brahmachari Pan Nalin Biography Documentary Drama
Joe Camp,Adventure Family Romance,Frances Bavier,Peter Breck,Edgar Buchanan,benji,English,Frances Bavier Peter Breck Edgar Buchanan Joe Camp Adventure Family Romance
Chris Kentis,Adventure Biography Drama Horror Thriller,Blanchard Ryan,Saul Stein,Daniel Travis,open water,English,Blanchard Ryan Saul Stein Daniel Travis Chris Kentis Adventure Biography Drama Horror Thriller
Matt Walsh,Comedy,Joe Lo Truglio,Matt Jones,Abby Elliott,high road,English,Joe Lo Truglio Matt Jones Abby Elliott Matt Walsh Comedy
John 'Bud' Cardos,Horror Sci-Fi,Woody Strode,Hoke Howell,Tiffany Bolling,kingdom of the spiders,English,Woody Strode Hoke Howell Tiffany Bolling John 'Bud' Cardos Horror Sci-Fi
Marilyn Agrelo,Documentary Family Music,Heather Berman,Eva Carrozza,Paul Daggett,mad hot ballroom,English,Heather Berman Eva Carrozza Paul Daggett Marilyn Agrelo Documentary Family Music
Tom McCarthy,Comedy Drama,Peter Dinklage,Joe Lo Truglio,Paula Garcés,the station agent,English,Peter Dinklage Joe Lo Truglio Paula Garcés Tom McCarthy Comedy Drama
Brian Baugh,Drama,Randy Wayne,Sean Michael Afable,D. David Morin,to save a life,English,Randy Wayne Sean Michael Afable D. David Morin Brian Baugh Drama
Patrick Creadon,Documentary,Ken Burns,Bill Clinton,Bob Dole,wordplay,English,Ken Burns Bill Clinton Bob Dole Patrick Creadon Documentary
Barry W. Blaustein,Biography Documentary Sport,Terry Funk,Vince McMahon,Mick Foley,beyond the mat,English,Terry Funk Vince McMahon Mick Foley Barry W. Blaustein Biography Documentary Sport
Kurt Hale,Comedy Drama Romance,Kirby Heyborne,Lincoln Hoppe,Daryn Tufts,the singles ward,English,Kirby Heyborne Lincoln Hoppe Daryn Tufts Kurt Hale Comedy Drama Romance
Siddiq Barmak,Drama,Marina Golbahari,Zubaida Sahar,Mohamad Haref Harati,osama,Dari,Marina Golbahari Zubaida Sahar Mohamad Haref Harati Siddiq Barmak Drama
Joseph Dorman,Documentary,Rachel Dratch,Peter Riegert,Jason Kravits,sholem aleichem: laughing in the darkness,English,Rachel Dratch Peter Riegert Jason Kravits Joseph Dorman Documentary
Greg Harrison,Drama Music,Rachel True,Ari Gold,Denny Kirkwood,groove,English,Rachel True Ari Gold Denny Kirkwood Greg Harrison Drama Music
Kurt Hale,Comedy Crime Family,Kirby Heyborne,Big Budah,Curt Doussett,the r.m.,English,Kirby Heyborne Big Budah Curt Doussett Kurt Hale Comedy Crime Family
Michael Polish,Drama,Sasha Alexander,William Katt,Jon Gries,twin falls idaho,English,Sasha Alexander William Katt Jon Gries Michael Polish Drama
Jacob Aaron Estes,Crime Drama,Rory Culkin,Scott Mechlowicz,Trevor Morgan,mean creek,English,Rory Culkin Scott Mechlowicz Trevor Morgan Jacob Aaron Estes Crime Drama
Morgan J. Freeman,Crime Drama Romance,Edie Falco,Heather Matarazzo,Lynn Cohen,hurricane streets,English,Edie Falco Heather Matarazzo Lynn Cohen Morgan J. Freeman Crime Drama Romance
Eric Schaeffer,Comedy Romance,Peter Dinklage,Bill Duke,Michael McKean,never again,English,Peter Dinklage Bill Duke Michael McKean Eric Schaeffer Comedy Romance
Neema Barnette,Crime Drama Thriller,Monica Calhoun,LisaRaye McCoy,Clifton Powell,civil brand,English,Monica Calhoun LisaRaye McCoy Clifton Powell Neema Barnette Crime Drama Thriller
Steve Buscemi,Comedy Drama,Kevin Corrigan,Seymour Cassel,Mary Kay Place,lonesome jim,English,Kevin Corrigan Seymour Cassel Mary Kay Place Steve Buscemi Comedy Drama
Joe Swanberg,Comedy Drama Romance,Olivia Wilde,Anna Kendrick,Ti West,drinking buddies,English,Olivia Wilde Anna Kendrick Ti West Joe Swanberg Comedy Drama Romance
Molly Bernstein,Documentary,David Mamet,Ricky Jay,Dick Cavett,deceptive practice: the mysteries and mentors of ricky jay,English,David Mamet Ricky Jay Dick Cavett Molly Bernstein Documentary
Akira Kurosawa,Action Adventure Drama,Takashi Shimura,Minoru Chiaki,Kamatari Fujiwara,seven samurai,Japanese,Takashi Shimura Minoru Chiaki Kamatari Fujiwara Akira Kurosawa Action Adventure Drama
Marius A. Markevicius,Documentary Sport,Tommy Sheppard,Greg Speirs,Mickey Hart,the other dream team,English,Tommy Sheppard Greg Speirs Mickey Hart Marius A. Markevicius Documentary Sport
Tom DiCillo,Comedy Music Romance,Brad Pitt,Tina Louise,Nick Cave,johnny suede,English,Brad Pitt Tina Louise Nick Cave Tom DiCillo Comedy Music Romance
Justin Lin,Comedy,Monique Gabriela Curnen,Jake Sandvig,Joe McQueen,finishing the game: the search for a new bruce lee,English,Monique Gabriela Curnen Jake Sandvig Joe McQueen Justin Lin Comedy
Quentin Dupieux,Comedy Fantasy Horror,Haley Ramm,Jack Plotnick,Cecelia Antoinette,rubber,English,Haley Ramm Jack Plotnick Cecelia Antoinette Quentin Dupieux Comedy Fantasy Horror
Tim Johnson,Adventure Animation Comedy Family Fantasy Sci-Fi,Jim Parsons,Matt Jones,April Winchell,home,English,Jim Parsons Matt Jones April Winchell Tim Johnson Adventure Animation Comedy Family Fantasy Sci-Fi
C. Jay Cox,Comedy Romance,Tori Spelling,Amber Benson,Garrett M. Brown,kiss the bride,English,Tori Spelling Amber Benson Garrett M. Brown C. Jay Cox Comedy Romance
Alex Smith,Drama Sport,Ryan Gosling,Clea DuVall,Eddie Spears,the slaughter rule,English,Ryan Gosling Clea DuVall Eddie Spears Alex Smith Drama Sport
Gareth Edwards,Drama Sci-Fi Thriller,Scoot McNairy,Whitney Able,Ricky Catter,monsters,English,Scoot McNairy Whitney Able Ricky Catter Gareth Edwards Drama Sci-Fi Thriller
Jonathan Parker,Drama,Keith Carradine,Joanne Whalley,Illeana Douglas,the californians,English,Keith Carradine Joanne Whalley Illeana Douglas Jonathan Parker Drama
Sol Tryon,Comedy,Jim Gaffigan,Ann Dowd,Matthew Cowles,the living wake,English,Jim Gaffigan Ann Dowd Matthew Cowles Sol Tryon Comedy
Alex Craig Mann,Comedy Horror,Justin Chon,Christa B. Allen,Max Adler,detention of the dead,English,Justin Chon Christa B. Allen Max Adler Alex Craig Mann Comedy Horror
Hao Ning,Comedy Crime,Bo Huang,Zheng Xu,Zhonghua Chen,crazy stone,Mandarin,Bo Huang Zheng Xu Zhonghua Chen Hao Ning Comedy Crime
Stephen Kijak,Biography Documentary Music,Brian Eno,Jacques Brel,Damon Albarn,scott walker: 30 century man,English,Brian Eno Jacques Brel Damon Albarn Stephen Kijak Biography Documentary Music
Marc Forster,Drama,Radha Mitchell,Alan Ruck,Megan Mullally,everything put together,English,Radha Mitchell Alan Ruck Megan Mullally Marc Forster Drama
Andrew Niccol,Drama Thriller,Bruce Greenwood,Zoë Kravitz,Stafford Douglas,good kill,English,Bruce Greenwood Zoë Kravitz Stafford Douglas Andrew Niccol Drama Thriller
Daston Kalili,Thriller,Daston Kalili,Rai Alexandra,Chin-Chien Chang,insomnia manica,English,Daston Kalili Rai Alexandra Chin-Chien Chang Daston Kalili Thriller
William Gazecki,Documentary,Carol Channing,Bruce Vilanch,Tony Bennett,the outrageous sophie tucker,English,Carol Channing Bruce Vilanch Tony Bennett William Gazecki Documentary
Ol Parker,Drama Romance,Jeremy Irvine,Olivia Williams,Paddy Considine,now is good,English,Jeremy Irvine Olivia Williams Paddy Considine Ol Parker Drama Romance
Michael Hoffman Jr.,Comedy Horror,Vincent Chimato,John McGlothlin,Al Sapienza,girls gone dead,English,Vincent Chimato John McGlothlin Al Sapienza Michael Hoffman Jr. Comedy Horror
Patrick Gilles,History,Emma Caulfield,Dylan Baker,Mike Colter,america is still the place,English,Emma Caulfield Dylan Baker Mike Colter Patrick Gilles History
Georgia Hilton,Action Mystery Thriller,Mike Beckingham,Tim Abell,Tom Stedham,subconscious,English,Mike Beckingham Tim Abell Tom Stedham Georgia Hilton Action Mystery Thriller
Tamra Davis,Comedy Drama,Britney Spears,Katherine Boecher,Dave Allen,crossroads,English,Britney Spears Katherine Boecher Dave Allen Tamra Davis Comedy Drama
Jack Heller,Mystery Thriller,Shaun Sipos,Katherine Waterston,Christopher Denham,enter nowhere,English,Shaun Sipos Katherine Waterston Christopher Denham Jack Heller Mystery Thriller
Fernando Baez Mella,Crime Drama,Manny Perez,Christian Alvarez,Claudette Lalí,the king of najayo,Spanish,Manny Perez Christian Alvarez Claudette Lalí Fernando Baez Mella Crime Drama
Warren Sheppard,Action Romance Sport,Jennifer Hale,Randy Jay Burrell,Vincent De Paul,fight to the finish,English,Jennifer Hale Randy Jay Burrell Vincent De Paul Warren Sheppard Action Romance Sport
Darren Lynn Bousman,Horror Musical,Paul Sorvino,Barry Bostwick,Terrance Zdunich,alleluia! the devil's carnival,English,Paul Sorvino Barry Bostwick Terrance Zdunich Darren Lynn Bousman Horror Musical
Justin Paul Miller,Comedy Mystery Thriller,Mary Kate Wiles,Jennifer Landa,Felix Avitia,the sound and the shadow,English,Mary Kate Wiles Jennifer Landa Felix Avitia Justin Paul Miller Comedy Mystery Thriller
Joel Paul Reisig,Family,Carrie Bradstreet,Joel Paul Reisig,Yassie Hawkes,rodeo girl,English,Carrie Bradstreet Joel Paul Reisig Yassie Hawkes Joel Paul Reisig Family
Catherine Gund,Action Biography Documentary Sport,Elizabeth Streb,Sarah Callan,Laura Flanders,born to fly: elizabeth streb vs. gravity,English,Elizabeth Streb Sarah Callan Laura Flanders Catherine Gund Action Biography Documentary Sport
Luke Dye,Family,Mike Stanley,Jeff Delaney,Jamison Stalsworth,the little ponderosa zoo,English,Mike Stanley Jeff Delaney Jamison Stalsworth Luke Dye Family
Sam Raimi,Adventure Family Fantasy,Tim Holmes,Mila Kunis,James Franco,oz the great and powerful,English,Tim Holmes Mila Kunis James Franco Sam Raimi Adventure Family Fantasy
Michael Herz,Action Comedy Horror Sci-Fi,Patrick Kilpatrick,Mark Torgl,Pat Ryan,the toxic avenger,English,Patrick Kilpatrick Mark Torgl Pat Ryan Michael Herz Action Comedy Horror Sci-Fi
Matty Rich,Crime Drama,Lawrence Gilliard Jr.,George T. Odom,Matty Rich,straight out of brooklyn,English,Lawrence Gilliard Jr. George T. Odom Matty Rich Matty Rich Crime Drama
Paul Greengrass,Drama History War,James Nesbitt,Nicholas Farrell,Tim Pigott-Smith,bloody sunday,English,James Nesbitt Nicholas Farrell Tim Pigott-Smith Paul Greengrass Drama History War
Alec Asten,Action,Luis Sanchez,Dennis L.A. White,Fredro Starr,diamond ruff,English,Luis Sanchez Dennis L.A. White Fredro Starr Alec Asten Action
Hans Canosa,Comedy Drama Romance,Olivia Wilde,Thomas Lennon,Nora Zehetner,conversations with other women,English,Olivia Wilde Thomas Lennon Nora Zehetner Hans Canosa Comedy Drama Romance
Lloyd Kaufman,Comedy Horror Musical,John Karyus,Lloyd Kaufman,Kate Graham,poultrygeist: night of the chicken dead,English,John Karyus Lloyd Kaufman Kate Graham Lloyd Kaufman Comedy Horror Musical
Matthew Watts,Comedy Romance,Jennifer Lafleur,Cheyenne Jackson,Michael Stahl-David,mutual friends,English,Jennifer Lafleur Cheyenne Jackson Michael Stahl-David Matthew Watts Comedy Romance
Lloyd Bacon,Comedy Musical Romance,Ginger Rogers,Dick Powell,George Brent,42nd street,English,Ginger Rogers Dick Powell George Brent Lloyd Bacon Comedy Musical Romance
Joe Kenemore,Documentary,Bob Proctor,Jack Canfield,Eric Worre,rise of the entrepreneur: the search for a better way,English,Bob Proctor Jack Canfield Eric Worre Joe Kenemore Documentary
Whit Stillman,Comedy Drama Romance,Chris Eigeman,Taylor Nichols,Ellia Thompson,metropolitan,English,Chris Eigeman Taylor Nichols Ellia Thompson Whit Stillman Comedy Drama Romance
Kay Pollak,Comedy Drama Music Romance,Michael Nyqvist,Frida Hallgren,Nils-Anders Vallgårda,as it is in heaven,Swedish,Michael Nyqvist Frida Hallgren Nils-Anders Vallgårda Kay Pollak Comedy Drama Music Romance
Eric England,Drama Horror Mystery Thriller,Jack E. Curenton,Ace Marrero,Alan Pietruszewski,roadside,English,Jack E. Curenton Ace Marrero Alan Pietruszewski Eric England Drama Horror Mystery Thriller
Jared Hess,Comedy,Jon Heder,Diedrich Bader,Jon Gries,napoleon dynamite,English,Jon Heder Diedrich Bader Jon Gries Jared Hess Comedy
Jeremy Saulnier,Crime Drama Thriller,Devin Ratray,Eve Plumb,Amy Hargreaves,blue ruin,English,Devin Ratray Eve Plumb Amy Hargreaves Jeremy Saulnier Crime Drama Thriller
Oren Peli,Horror,Micah Sloat,Ashley Palmer,Amber Armstrong,paranormal activity,English,Micah Sloat Ashley Palmer Amber Armstrong Oren Peli Horror
Stacy Peralta,Documentary Sport,Tony Alva,Jay Adams,Jeff Ament,dogtown and z-boys,English,Tony Alva Jay Adams Jeff Ament Stacy Peralta Documentary Sport
Terry Gilliam,Adventure Comedy Fantasy,Eric Idle,Michael Palin,Terry Jones,monty python and the holy grail,English,Eric Idle Michael Palin Terry Jones Terry Gilliam Adventure Comedy Fantasy
Richard Glatzer,Drama,Emily Rios,Jesse Garcia,Alicia Sixtos,quinceañera,Spanish,Emily Rios Jesse Garcia Alicia Sixtos Richard Glatzer Drama
Sue Corcoran,Comedy Fantasy Horror Musical,Tony Doupe,Sue Corcoran,David Frederick White,gory gory hallelujah,English,Tony Doupe Sue Corcoran David Frederick White Sue Corcoran Comedy Fantasy Horror Musical
unknown,Drama Fantasy Sci-Fi Thriller,Sendhil Ramamurthy,Masi Oka,Greg Grunberg,heroes            ,English,Sendhil Ramamurthy Masi Oka Greg Grunberg unknown Drama Fantasy Sci-Fi Thriller
Jonathan Caouette,Biography Documentary,Greg Ayres,Jonathan Caouette,Renee Leblanc,tarnation,English,Greg Ayres Jonathan Caouette Renee Leblanc Jonathan Caouette Biography Documentary
Ray Griggs,Documentary,Bill Farmer,Chris Cox,Mike Huckabee,i want your money,English,Bill Farmer Chris Cox Mike Huckabee Ray Griggs Documentary
